ve_ref,token_w_punct,token,lemma,syntax,modern_english,morphology
504.t1,ǣfre,ǣfre,æfre,av,ever,indeclinable
504.t2,mǣrða,mǣrða,mærðo,f,glorious deed,gp
504.t3,þon,þon,þæt,d,the,isn
504.t4,mā,mā,ma,av,more,indeclinable
504.t5,middangeardes,middangeardes,middan-geard,m,(in) world,gs
505.t1,ġehēdde,ġehēdde,gehedan,v,care for,pc3s
505.t2,under,under,under,pp,under,indeclinable
505.t3,heofenum,heofenum,heofon,m,heaven,dp
505.t4,þonne,þonne,þonne,c,than,indeclinable
505.t5,hē,hē,he,p,he,nsm
505.t6,sylfa:,sylfa,self,p,self,nsm
506.t1,‘Eart,Eart,beon,v,be,pr2s
506.t2,þū,þū,þu,p,you,ns
506.t3,sē,sē,se,d,that,nsm
506.t4,"Bēowulf,",Bēowulf,Beowulf,np,Beowulf,ns
506.t5,sē,sē,se,d,that,nsm
506.t6,þe,þe,þe,r,who,in
506.t7,wið,wið,wið,pp,with,indeclinable
506.t8,Brecan,Brecan,Breca,np,Breca,ds
506.t9,wunne,wunne,winnan,v,strive,p2s
507.t1,on,on,on,pp,on,indeclinable
507.t2,sīdne,sīdne,sid,a,wide,asm
507.t3,"sǣ,",sǣ,sæ,m,sea,as
507.t4,ymb,ymb,ymb,pp,at,indeclinable
507.t5,sund,sund,sund,n,swimming,as
507.t6,"flite,",flite,flitan,v,compete,p2s
508.t1,ðǣr,ðǣr,þær,c,where,indeclinable
508.t2,git,git,git,p,you two,nd
508.t3,for,for,for,pp,for,indeclinable
508.t4,wlence,wlence,wlenco,f,daring,ds
508.t5,wada,wada,wæd,n,sea,gp
508.t6,cunnedon,cunnedon,cunnian,v,make trial of,p2p
509.t1,ond,ond,ond,c,and,indeclinable
509.t2,for,for,for,pp,for,indeclinable
509.t3,dolgilpe,dolgilpe,dol-gylp,n,foolish boast,ds
509.t4,on,on,on,pp,in,indeclinable
509.t5,dēop,dēop,deop,a,deep,asn
509.t6,wæter,wæter,wæter,n,water,as
510.t1,aldrum,aldrum,ealdor,n,life,dp
510.t2,nēþdon?,nēþdon,neðan,v,venture,p2p
510.t3,Nē,Nē,ne,c,nor,indeclinable
510.t4,inc,inc,git,p,you two,dd
510.t5,ǣnig,ǣnig,ænig,p,any,nsm
510.t6,"mon,",mon,monn,m,man,ns
511.t1,nē,nē,ne,c,nor,indeclinable
511.t2,lēof,lēof,leof,a,friend,nsm
511.t3,nē,nē,ne,c,nor,indeclinable
511.t4,"lāð,",lāð,lað,a,foe,nsm
511.t5,belēan,belēan,belean,v,dissuade from,i
511.t6,mihte,mihte,magan,v,could,p3s
512.t1,sorhfullne,sorhfullne,sorhful,a,perilous,asm
512.t2,"sīð,",sīð,sið,m,undertaking,as
512.t3,þā,þā,þa,c,when,indeclinable
512.t4,git,git,git,p,you two,nd
512.t5,on,on,on,pp,on,indeclinable
512.t6,sund,sund,sund,n,sea,as
512.t7,reon.,reon,rowan,v,row (=swim),p2p
513.t1,Þǣr,Þǣr,þær,av,there,indeclinable
513.t2,git,git,git,p,you two,nd
513.t3,ēagorstrēam,ēagorstrēam,eagor-stream,m,sea current,as
513.t4,earmum,earmum,earm,m,arm,dp
513.t5,"þehton,",þehton,þeccan,v,cover,p2p
514.t1,mǣton,mǣton,metan,v,measure,p2p
514.t2,"merestrǣta,",merestrǣta,mere-stræt,f,sea-way,ap
514.t3,mundum,mundum,mund,f,hand,dp
514.t4,"brugdon,",brugdon,bregdan,v,move quickly,p2p
515.t1,glidon,glidon,glidan,v,glide,p2p
515.t2,ofer,ofer,ofer,pp,over,indeclinable
515.t3,gārsecg;,gārsecg,gar-secg,m,ocean,as
515.t4,geofon,geofon,geofon,m,sea,ns
515.t5,ȳþum,ȳþum,yð,f,wave,dp
515.t6,"wēol,",wēol,weallan,v,surge,p3s
516.t1,wintrys,wintrys,winter,m,winter,gs
516.t2,wylmum.,wylmum,wylm,m,surge,dp
516.t3,Git,Git,git,p,you two,nd
516.t4,on,on,on,pp,in,indeclinable
516.t5,wæteres,wæteres,wæter,n,water,gs
516.t6,ǣht,ǣht,æht,f,power,as
517.t1,seofonniht,seofonniht,seofon-niht,f,week,as
517.t2,swuncon;,swuncon,swincan,v,toil,p2p
517.t3,hē,hē,he,p,he,nsm
517.t4,þē,þē,þu,p,you,as
517.t5,æt,æt,æt,pp,in,indeclinable
517.t6,sunde,sunde,sund,n,swimming,ds
517.t7,"oferflāt,",oferflāt,oferflitan,v,overmatch,p3s
518.t1,hæfde,hæfde,habban,v,have,p3s
518.t2,māre,māre,mara,a,greater,asnc
518.t3,mægen.,mægen,mægen,n,strength,as
518.t4,Þā,Þā,þa,av,then,indeclinable
518.t5,hine,hine,he,p,he,asm
518.t6,on,on,on,pp,in,indeclinable
518.t7,morgentīd,morgentīd,morgen-tid,f,morning,as
519.t1,on,on,on,pp,among,indeclinable
519.t2,Heaþo-Rǣmes,Heaþo-Rǣmes,Heaþo-Ræmas,np,Heatho-Ræmas,ap
519.t3,holm,holm,holm,m,sea,ns
519.t4,ūp,ūp,up,av,up,indeclinable
519.t5,ætbær;,ætbær,ætberan,v,bear,p3s
520.t1,ðonon,ðonon,þonan,av,thence,indeclinable
520.t2,hē,hē,he,p,he,nsm
520.t3,gesōhte,gesōhte,gesecan,v,seek out,p3s
520.t4,swǣsne,swǣsne,swæs,a,own,asm
520.t5,"ēþel,",ēþel,eþel,m,native land,as
521.t1,lēof,lēof,leof,a,dear,nsm
521.t2,his,his,he,p,his,gsm
521.t3,"lēodum,",lēodum,leod,m,man,dp
521.t4,lond,lond,land,n,land,as
521.t5,"Brondinga,",Brondinga,Brondingas,np,Brondings,gp
522.t1,freoðoburh,freoðoburh,freoðo-burh,f,stronghold,as
522.t2,"fægere,",fægere,fæger,a,beautiful,asf
522.t3,þǣr,þǣr,þær,c,where,indeclinable
522.t4,hē,hē,he,p,he,nsm
522.t5,folc,folc,folc,n,people,as
522.t6,"āhte,",āhte,agan,v,have,p3s
523.t1,burh,burh,burh,f,stronghold,as
523.t2,ond,ond,ond,c,and,indeclinable
523.t3,bēagas.,bēagas,beag,m,ring,ap
523.t4,Bēot,Bēot,beot,n,vow,as
523.t5,eal,eal,eall,a,all,asn
523.t6,wið,wið,wið,pp,with,indeclinable
523.t7,þē,þē,þu,p,you,ds
524.t1,sunu,sunu,sunu,m,son,ns
524.t2,Bēanstānes,Bēanstānes,Beanstan,np,Beanstan,gs
524.t3,sōðe,sōðe,soðe,av,truly,indeclinable
524.t4,gelæste.,gelæste,gelæstan,v,fulfil,p3s
525.t1,Ðonne,Ðonne,þonne,av,therefore,indeclinable
525.t2,wēne,wēne,wenan,v,expect,pr1s
525.t3,ic,ic,ic,p,I,ns
525.t4,tō,tō,to,pp,from,indeclinable
525.t5,þē,þē,þu,p,you,ds
525.t6,wyrsan,wyrsan,wyrsa,a,worse,gsnc
525.t7,"geþingea,",geþingea,geþinge,n,outcome,gp
526.t1,ðēah,ðēah,þeah,c,though,indeclinable
526.t2,þū,þū,þu,p,you,ns
526.t3,heaðorǣsa,heaðorǣsa,heaþo-ræs,m,storm of battle,gp
526.t4,gehwǣr,gehwǣr,gehwær,av,always,indeclinable
526.t5,"dohte,",dohte,dugan,v,do well,pc2s
527.t1,grimre,grimre,grimm,a,grim,gsf
527.t2,"gūðe,",gūðe,guð,f,warfare,gs
527.t3,gif,gif,gif,c,if,indeclinable
527.t4,þū,þū,þu,p,you,ns
527.t5,Grendles,Grendles,Grendel,np,Grendel,gs
527.t6,dearst,dearst,durran,v,dare,pr2s
528.t1,nihtlongne,nihtlongne,niht-long,a,lasting a night,asn
528.t2,fyrst,fyrst,fyrst,m,time,as
528.t3,nean,nean,nean,av,from near,indeclinable
528.t4,bīdan.’,bīdan,bidan,v,await,i
529.t1,Bēowulf,Bēowulf,Beowulf,np,Beowulf,ns
529.t2,"maþelode,",maþelode,maþelian,v,speak,p3s
529.t3,bearn,bearn,bearn,n,son,ns
529.t4,Ecgþēowes:,Ecgþēowes,Ecgþeow,np,Ecgtheow,gs
530.t1,"‘Hwæt,",Hwæt,hwæt,e,well,indeclinable
530.t2,þū,þū,þu,p,you,ns
530.t3,worn,worn,worn,m,a great number,as
530.t4,"fela,",fela,fela,n,many (worn fela=a great many things),in
530.t5,wine,wine,wine,m,friend,ns
530.t6,mīn,mīn,min,p,my,nsm
530.t7,"Unferð,",Unferð,Unferð,np,Unferth,ns
531.t1,bēore,bēore,beor,n,beer,ds
531.t2,druncen,druncen,drincan,v,drink (=inebriated),ppnsm
531.t3,ymb,ymb,ymb,pp,about,indeclinable
531.t4,Brecan,Brecan,Breca,np,Breca,as
531.t5,"sprǣce,",sprǣce,sprecan,v,say,p2s
532.t1,sægdest,sægdest,secgan,v,say,p2s
532.t2,from,from,fram,pp,about,indeclinable
532.t3,his,his,he,p,his,gsm
532.t4,siðe.,siðe,sið,m,exploit,ds
532.t5,Sōð,Sōð,soð,n,truth,as
532.t6,ic,ic,ic,p,I,ns
532.t7,"talige,",talige,talian,v,maintain,pr1s
533.t1,þæt,þæt,þæt,c,that,indeclinable
533.t2,ic,ic,ic,p,I,ns
533.t3,merestrengo,merestrengo,mere-strengo,f,strength in the sea,as
533.t4,māran,māran,mara,a,greater,asfc
533.t5,"āhte,",āhte,agan,v,have,p1s
534.t1,eafeþo,eafeþo,eafoð,n,vigour,ap
534.t2,on,on,on,pp,on,indeclinable
534.t3,"ȳþum,",ȳþum,yð,f,wave,dp
534.t4,ðonne,ðonne,þonne,c,than,indeclinable
534.t5,ǣnig,ǣnig,ænig,p,any,nsm
534.t6,ōþer,ōþer,oþer,a,other,nsm
534.t7,man.,man,monn,m,man,ns
535.t1,Wit,Wit,wit,p,we two,nd
535.t2,þæt,þæt,þæt,d,that,asn
535.t3,gecwǣdon,gecwǣdon,gecweðan,v,agree,p1p
535.t4,cnihtwesende,cnihtwesende,cniht-wesende,a,being a boy,npm
536.t1,ond,ond,ond,c,and,indeclinable
536.t2,gebēotedon,gebēotedon,gebeotian,v,vow,p1p
536.t3,– wǣron,wǣron,wesan,v,be,p1p
536.t4,bēgen,bēgen,begen,nu,both,npm
536.t5,þā,þā,þa,av,then,indeclinable
536.t6,gīt,gīt,gyt,av,still,indeclinable
537.t1,on,on,on,pp,in,indeclinable
537.t2,ġeogoðfēore –,ġeogoðfēore,geogoð-feorh,m,youth,ds
537.t3,þæt,þæt,þæt,c,that,indeclinable
537.t4,wit,wit,wit,p,we two,nd
537.t5,on,on,on,pp,on,indeclinable
537.t6,gārsecg,gārsecg,gar-secg,m,ocean,as
537.t7,ūt,ūt,ut,av,out,indeclinable
538.t1,aldrum,aldrum,ealdor,n,life,dp
538.t2,"nēðdon,",nēðdon,neðan,v,venture,pc1p
538.t3,ond,ond,ond,c,and,indeclinable
538.t4,þæt,þæt,þæt,d,that,asn
538.t5,geæfndon,geæfndon,geæfnan,v,carry out,p1p
538.t6,swā.,swā,swa,av,so,indeclinable
539.t1,Hæfdon,Hæfdon,habban,v,have,p1p
539.t2,swurd,swurd,sweord,n,sword,ap
539.t3,"nacod,",nacod,nacod,a,bare,apn
539.t4,þā,þā,þa,c,when,indeclinable
539.t5,wit,wit,wit,p,we two,nd
539.t6,on,on,on,pp,in,indeclinable
539.t7,sund,sund,sund,n,sea,as
539.t8,"reon,",reon,rowan,v,row (=swim),p1p
540.t1,heard,heard,heard,a,hard,apn
540.t2,on,on,on,pp,in,indeclinable
540.t3,handa;,handa,hand,f,hand,ds
540.t4,wit,wit,wit,p,we two,nd
540.t5,unc,unc,wit,p,we two,ad
540.t6,wið,wið,wið,pp,against,indeclinable
540.t7,hronfixas,hronfixas,hron-fisc,m,whale,ap
541.t1,werian,werian,werian,v,defend,i
541.t2,þōhton.,þōhton,þencan,v,intend,p1p
541.t3,Nō,Nō,no,av,not at all,indeclinable
541.t4,hē,hē,he,p,he,nsm
541.t5,wiht,wiht,wiht,av,at all,indeclinable
541.t6,fram,fram,fram,pp,from,indeclinable
541.t7,mē,mē,ic,p,I,ds
542.t1,flōdȳþum,flōdȳþum,flod-yð,f,flood-wave,dp
542.t2,feor,feor,feor,av,far,indeclinable
542.t3,flēotan,flēotan,fleotan,v,float,i
542.t4,"meahte,",meahte,magan,v,could,p3s
543.t1,hraþor,hraþor,hraðe,av,quickly,c
543.t2,on,on,on,pp,on,indeclinable
543.t3,"holme,",holme,holm,m,sea,ds
543.t4,nō,nō,no,av,not at all,indeclinable
543.t5,ic,ic,ic,p,I,ns
543.t6,fram,fram,fram,pp,from,indeclinable
543.t7,him,him,he,p,he,dsm
543.t8,wolde.,wolde,willan,v,would (verb of motion underst.),p1s
544.t1,Ðā,Ðā,þa,av,then,indeclinable
544.t2,wit,wit,wit,p,we two,nd
544.t3,ætsomne,ætsomne,ætsomne,av,together,indeclinable
544.t4,on,on,on,pp,in,indeclinable
544.t5,sǣ,sǣ,sæ,m,sea,ds
544.t6,wǣron,wǣron,wesan,v,be,p1p
545.t1,fīfnihta,fīfnihta,fif-niht,f,five nights,gp
545.t2,"fyrst,",fyrst,fyrst,m,time,as
545.t3,oþ þæt,oþ þæt,oð þæt,c,until,indeclinable
545.t4,unc,unc,wit,p,we two,ad
545.t5,flōd,flōd,flod,m,flood,ns
545.t6,"tōdrāf,",tōdrāf,todrifan,v,drive apart,p3s
546.t1,wado,wado,wæd,n,sea,np
546.t2,"weallende,",weallende,weallan,v,surge,pprnpn
546.t3,wedera,wedera,weder,n,weather,gp
546.t4,"cealdost,",cealdost,ceald,a,cold,nsns
547.t1,nīpende,nīpende,nipan,v,darken,pprnsf
547.t2,"niht,",niht,niht,f,night,ns
547.t3,ond,ond,ond,c,and,indeclinable
547.t4,norþanwind,norþanwind,norðan-wind,m,north wind,ns
548.t1,heaðogrim,heaðogrim,heaþo-grimm,a,battle-grim,nsm
548.t2,ondhwearf;,ondhwearf,andhweorfan,v,turn against,p3s
548.t3,hrēo,hrēo,hreoh,a,fierce,npf
548.t4,wǣron,wǣron,wesan,v,be,p3p
548.t5,ȳþa.,ȳþa,yð,f,wave,np
549.t1,Wæs,Wæs,wesan,v,be,p3s
549.t2,merefixa,merefixa,mere-fisc,m,sea-fish,gp
549.t3,mōd,mōd,mod,n,mind,ns
549.t4,onhrēred;,onhrēred,onhreran,v,arouse,pp
550.t1,þǣr,þǣr,þær,av,there,indeclinable
550.t2,mē,mē,ic,p,I,ds
550.t3,wið,wið,wið,pp,against,indeclinable
550.t4,lāðum,lāðum,lað,a,enemy,dpm
550.t5,licsyrce,licsyrce,lic-syrce,f,mail-coat,ns
550.t6,mīn,mīn,min,p,my,nsf
551.t1,heard,heard,heard,a,hard,nsf
551.t2,hondlocen,hondlocen,hand-locen,a,linked by hand,nsf
551.t3,helpe,helpe,help,f,help,as
551.t4,gefremede;,gefremede,gefremman,v,afford,p3s
552.t1,beadohrægl,beadohrægl,beadu-hrægl,n,battle garment,ns
552.t2,brōden,brōden,bregdan,v,weave,ppnsn
552.t3,on,on,on,pp,on,indeclinable
552.t4,brēostum,brēostum,breost,n,breast,dp
552.t5,læg,læg,licgan,v,lie,p3s
553.t1,golde,golde,gold,n,gold,ds
553.t2,gegyrwed.,gegyrwed,gyrwan,v,adorn,ppnsn
553.t3,Mē,Mē,ic,p,I,as
553.t4,tō,tō,to,pp,towards,indeclinable
553.t5,grunde,grunde,grund,m,bottom,ds
553.t6,tēah,tēah,teon,v,drag,p3s
554.t1,fāh,fāh,fah,a,hostile,nsm
554.t2,"fēondscaða,",fēondscaða,feond-sceaða,m,assailant,ns
554.t3,fæste,fæste,fæste,av,fast,indeclinable
554.t4,hæfde,hæfde,habban,v,hold,p3s
555.t1,grim,grim,grimm,a,grim,nsm
555.t2,on,on,on,pp,in,indeclinable
555.t3,grāpe;,grāpe,grap,f,grip,ds
555.t4,hwæþre,hwæþre,hwæþre,av,however,indeclinable
555.t5,mē,mē,ic,p,I,ds
555.t6,gyfeþe,gyfeþe,gifeðe,a,granted,nsn
555.t7,wearð,wearð,weorðan,v,be,p3s
556.t1,þæt,þæt,þæt,c,that,indeclinable
556.t2,ic,ic,ic,p,I,ns
556.t3,āglǣcan,āglǣcan,aglæca,m,adversary,as
556.t4,orde,orde,ord,m,point,ds
556.t5,"gerǣhte,",gerǣhte,geræcan,v,hit,p1s
557.t1,hildebille;,hildebille,hilde-bill,n,battle-sword,ds
557.t2,heaþorǣs,heaþorǣs,heaþo-ræs,m,storm of battle,ns
557.t3,fornam,fornam,forniman,v,destroy,p3s
558.t1,mihtig,mihtig,mihtig,a,mighty,asm
558.t2,merēdeor,merēdeor,mere-deor,n,sea-beast,as
558.t3,þurh,þurh,þurh,pp,with,indeclinable
558.t4,mīne,mīne,min,p,my,asf
558.t5,hand.,hand,hand,f,hand,as
559.t1,Swā,Swā,swa,av,thus,indeclinable
559.t2,mec,mec,ic,p,I,as
559.t3,gelōme,gelōme,gelome,av,often,indeclinable
559.t4,lāðgetēonan,lāðgetēonan,lað-geteona,m,hostile assailant,np
560.t1,þrēatedon,þrēatedon,þreatian,v,harass,p3p
560.t2,þearle.,þearle,þearle,av,sorely,indeclinable
560.t3,Ic,Ic,ic,p,I,ns
560.t4,him,him,hie,p,they,dpm
560.t5,þēnode,þēnode,þegnian,v,serve,p1s
561.t1,dēoran,dēoran,deore,a,precious,dsn
561.t2,"sweorde,",sweorde,sweord,n,sword,ds
561.t3,swā,swā,swa,c,as,indeclinable
561.t4,hit,hit,hit,p,it,nsn
561.t5,gedēfe,gedēfe,gedefe,a,fitting,nsn
561.t6,wæs.,wæs,wesan,v,be,p3s
562.t1,Næs,Næs,nealles,av,not at all,indeclinable
562.t2,hīe,hīe,hie,p,they,npm
562.t3,ðǣre,ðǣre,seo,d,that,gsf
562.t4,fylle,fylle,fyllo,f,banquet,gs
562.t5,gefēan,gefēan,gefea,m,joy,as
562.t6,"hæfdon,",hæfdon,habban,v,have,p3p
563.t1,"mānfordǣdlan,",mānfordǣdlan,man-fordædla,m,wicked destroyer,np
563.t2,þæt,þæt,þæt,c,that,indeclinable
563.t3,hīe,hīe,hie,p,they,npm
563.t4,mē,mē,ic,p,I,as
563.t5,"þēgon,",þēgon,þicgan,v,feed off,p3p
564.t1,symbel,symbel,symbel,n,banquet,as
564.t2,ymbsǣton,ymbsǣton,ymbsittan,v,sit round,p3p
564.t3,sǣgrunde,sǣgrunde,sæ-grund,m,bottom of the sea,ds
564.t4,"nēah,",nēah,neah,pp,near,indeclinable
565.t1,ac,ac,ac,c,but,indeclinable
565.t2,on,on,on,pp,in,indeclinable
565.t3,mergenne,mergenne,morgen,m,morning,ds
565.t4,mēcum,mēcum,mece,m,sword,dp
565.t5,wunde,wunde,wund,a,wounded,npm
566.t1,be,be,be,pp,by,indeclinable
566.t2,ȳðlāfe,ȳðlāfe,yð-laf,f,leavings of waves,ds
566.t3,uppe,uppe,uppe,av,above,indeclinable
566.t4,"lǣgon,",lǣgon,licgan,v,lie,p3p
567.t1,sweordum,sweordum,sweord,n,sword,dp
567.t2,"āswefede,",āswefede,aswebban,v,put to sleep,ppnpm
567.t3,þæt,þæt,þæt,c,so that,indeclinable
567.t4,syðþan,syðþan,siððan,av,afterwards,indeclinable
567.t5,nā,nā,no,av,not at all,indeclinable
568.t1,ymb,ymb,ymb,pp,on,indeclinable
568.t2,brontne,brontne,bront,a,deep,asm
568.t3,ford,ford,ford,m,sea,as
568.t4,brimlīðende,brimlīðende,brim-liðend,m,seafarer,ap
569.t1,lāde,lāde,lad,f,passagge,gs
569.t2,ne,ne,ne,av,not,indeclinable
569.t3,letton.,letton,lettan,v,hinder,p3p
569.t4,Lēoht,Lēoht,leoht,n,light,ns
569.t5,ēastan,ēastan,eastan,av,from the east,indeclinable
569.t6,"cōm,",cōm,cuman,v,come,p3s
570.t1,beorht,beorht,beorht,a,bright,nsn
570.t2,bēacen,bēacen,beacen,n,sign,ns
570.t3,"Godes,",Godes,God,np,God,gs
570.t4,brimu,brimu,brim,n,water,np
570.t5,"swaþredon,",swaþredon,swaþrian,v,subside,p3p
571.t1,þæt,þæt,þæt,c,so that,indeclinable
571.t2,ic,ic,ic,p,I,ns
571.t3,sǣnæssas,sǣnæssas,sæ-næss,m,headland,ap
571.t4,gesēon,gesēon,geseon,v,see,i
571.t5,"mihte,",mihte,magan,v,could,p1s
572.t1,windige,windige,windig,a,windy,apm
572.t2,weallas.,weallas,weall,m,cliff,ap
572.t3,Wyrd,Wyrd,wyrd,f,fate,ns
572.t4,oft,oft,oft,av,often,indeclinable
572.t5,nereð,nereð,nerian,v,save,pr3s
573.t1,unfǣgne,unfǣgne,unfæge,a,undoomed,asm
573.t2,"eorl,",eorl,eorl,m,warrior,as
573.t3,þonne,þonne,þonne,c,when,indeclinable
573.t4,his,his,he,p,his,gsm
573.t5,ellen,ellen,ellen,n,courage,ns
573.t6,dēah!,dēah,dugan,v,be good,pr3s
574.t1,Hwæþere,Hwæþere,hwæþre,av,however,indeclinable
574.t2,mē,mē,ic,p,I,ds
574.t3,gesǣlde,gesǣlde,gesælan,v,befall,p3s
574.t4,þæt,þæt,þæt,c,that,indeclinable
574.t5,ic,ic,ic,p,I,ns
574.t6,mid,mid,mid,pp,with,indeclinable
574.t7,sweorde,sweorde,sweord,n,sword,ds
574.t8,ofslōh,ofslōh,ofslean,v,slay,p1s
575.t1,niceras,niceras,nicor,m,water-monster,ap
575.t2,nigene.,nigene,nigon,nu,nine,apm
575.t3,Nō,Nō,no,av,not at all,indeclinable
575.t4,ic,ic,ic,p,I,ns
575.t5,on,on,on,pp,by,indeclinable
575.t6,niht,niht,niht,f,night,ds
575.t7,gefrægn,gefrægn,gefrignan,v,hear,p1s
576.t1,under,under,under,pp,under,indeclinable
576.t2,heofones,heofones,heofon,m,heaven,gs
576.t3,hwealf,hwealf,hwealf,n,vault,as
576.t4,heardran,heardran,heard,a,hard,asfc
576.t5,"feohtan,",feohtan,feohte,f,fight,as
577.t1,nē,nē,ne,c,nor,indeclinable
577.t2,on,on,on,pp,on,indeclinable
577.t3,ēgstrēamum,ēgstrēamum,eg-stream,m,sea current,dp
577.t4,earmran,earmran,earm,a,wretched,asmc
577.t5,mannon;,mannon,monna,m,man,as
578.t1,hwæþere,hwæþere,hwæþre,av,however,indeclinable
578.t2,ic,ic,ic,p,I,ns
578.t3,fāra,fāra,fah,a,enemy,gpm
578.t4,feng,feng,feng,m,grip,as
578.t5,fēore,fēore,feorh,m,life,ds
578.t6,"gedīgde,",gedīgde,gedigan,v,escape,p1s
579.t1,sīþes,sīþes,sið,m,exploit,gs
579.t2,wērig.,wērig,werig,a,weary from,nsm
579.t3,Ðā,Ðā,þa,av,then,indeclinable
579.t4,mec,mec,ic,p,I,as
579.t5,sǣ,sǣ,sæ,m,sea,ns
579.t6,"oþbær,",oþbær,oþberan,v,carry off,p3s
580.t1,flōd,flōd,flod,m,flood,ns
580.t2,æfter,æfter,æfter,pp,along,indeclinable
580.t3,faroðe,faroðe,faroð,m,current,ds
580.t4,on,on,on,pp,on,indeclinable
580.t5,Finna,Finna,Finnas,np,Lapps,gp
580.t6,"land,",land,land,n,land,as
581.t1,wadu,wadu,wæd,n,sea,np
581.t2,weallendu.,weallendu,weallan,v,surge,pprnpn
581.t3,Nō,Nō,no,av,never,indeclinable
581.t4,ic,ic,ic,p,I,ns
581.t5,wiht,wiht,wiht,f,anything,as
581.t6,fram,fram,fram,pp,about,indeclinable
581.t7,þē,þē,þu,p,you,ds
582.t1,swylcra,swylcra,swylc,p,such,gpm
582.t2,searonīða,searonīða,searo-nið,m,skilful contest,gp
582.t3,secgan,secgan,secgan,v,say,i
582.t4,"hȳrde,",hȳrde,hyran,v,hear,p1s
583.t1,billa,billa,bill,n,sword,gp
583.t2,brōgan.,brōgan,broga,m,terror,ds
583.t3,Breca,Breca,Breca,np,Breca,ns
583.t4,nǣfre,nǣfre,næfre,av,never,indeclinable
583.t5,gīt,gīt,gyt,av,yet,indeclinable
584.t1,æt,æt,æt,pp,in,indeclinable
584.t2,"heaðolāce,",heaðolāce,heaþo-lac,n,play of battle,ds
584.t3,nē,nē,ne,c,nor,indeclinable
584.t4,gehwæþer,gehwæþer,gehwæþer,p,either,nsm
584.t5,"incer,",incer,git,p,you two,gd
585.t1,swā,swā,swa,av,so,indeclinable
585.t2,dēorlīċe,dēorlīċe,deorlic,a,brave,asf
585.t3,dǣd,dǣd,dæd,f,deed,as
585.t4,gefremede,gefremede,gefremman,v,perform,p3s
586.t1,fāgum,fāgum,fah,a,shining,dpn
586.t2,sweordum,sweordum,sweord,n,sword,dp
586.t3,– nō,nō,no,av,not that,indeclinable
586.t4,ic,ic,ic,p,I,ns
586.t5,þæs,þæs,þæt,d,that,gsn
586.t6,fela,fela,fela,av,much,indeclinable
586.t7,gylpe –,gylpe,gylpan,v,boast,pr1s
587.t1,þēah,þēah,þeah,c,though,indeclinable
587.t2,ðū,ðū,þu,p,you,ns
587.t3,þīnum,þīnum,þin,p,your,dpm
587.t4,brōðrum,brōðrum,broðor,m,brother,dp
587.t5,tō,tō,to,pp,(weorðan to),indeclinable
587.t6,banan,banan,bana,m,slayer,ds
587.t7,"wurde,",wurde,weorðan,v,become (+to),pc2s
588.t1,hēafodmǣgum;,hēafodmǣgum,heafod-mæg,m,close kinsman,dp
588.t2,þæs,þæs,þæt,d,that,gsn
588.t3,þū,þū,þu,p,you,ns
588.t4,in,in,in,pp,in,indeclinable
588.t5,helle,helle,hell,f,hell,ds
588.t6,scealt,scealt,sculan,v,shall,pr2s
589.t1,werhðo,werhðo,werhðo,f,punishment,as
589.t2,"drēogan,",drēogan,dreogan,v,suffer,i
589.t3,þēah,þēah,þeah,c,though,indeclinable
589.t4,þīn,þīn,þin,p,your,nsn
589.t5,wit,wit,wit,n,cleverness,ns
589.t6,duge.,duge,dugan,v,be good,prc3s
590.t1,Secge,Secge,secgan,v,say,pr1s
590.t2,ic,ic,ic,p,I,ns
590.t3,þē,þē,þu,p,you,ds
590.t4,tō,tō,to,pp,for,indeclinable
590.t5,"sōðe,",sōðe,soð,n,truth,ds
590.t6,sunu,sunu,sunu,m,son,ns
590.t7,"Ecglāfes,",Ecglāfes,Ecglaf,np,Ecglaf,gs
591.t1,þæt,þæt,þæt,c,that,indeclinable
591.t2,nǣfre,nǣfre,næfre,av,never,indeclinable
591.t3,Grendel,Grendel,Grendel,np,Grendel,ns
591.t4,swā,swā,swa,av,so,indeclinable
591.t5,fela,fela,fela,n,many,in
591.t6,gryra,gryra,gryre,m,horror,gp
591.t7,"gefremede,",gefremede,gefremman,v,inflict,pc3s
592.t1,atol,atol,atol,a,terrible,nsm
592.t2,"ǣglǣca,",ǣglǣca,aglæca,m,adversary,ns
592.t3,ealdre,ealdre,ealdor,m,chief,ds
592.t4,"þīnum,",þīnum,þin,p,your,dsm
593.t1,hȳnðo,hȳnðo,hynðu,f,humiliation,gp
593.t2,on,on,on,pp,in,indeclinable
593.t3,"Heorote,",Heorote,Heorot,np,Heorot,ds
593.t4,gif,gif,gif,c,if,indeclinable
593.t5,þīn,þīn,þin,p,your,nsm
593.t6,hige,hige,hige,m,heart,ns
593.t7,"wǣre,",wǣre,wesan,v,be,pc3s
594.t1,sefa,sefa,sefa,m,spirit,ns
594.t2,swā,swā,swa,av,as,indeclinable
594.t3,searogrim,searogrim,searo-grimm,a,fierce in battle,nsm
594.t4,swā,swā,swa,c,as,indeclinable
594.t5,þū,þū,þu,p,you,ns
594.t6,self,self,self,p,self,nsm
594.t7,talast;,talast,talian,v,suppose,pr2s
595.t1,ac,ac,ac,c,but,indeclinable
595.t2,hē,hē,he,p,he,nsm
595.t3,hafað,hafað,habban,v,have,pr3s
595.t4,onfunden,onfunden,onfindan,v,find out,pp
